index,source,target
35,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
36,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
37,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
38,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
39,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
40,"{c05}≪ＨＲ1〜4≫{/c}の
{c05}≪ブルファンゴ≫≪アプトノス≫
{/c}から入手可能。",
41,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
42,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
43,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
44,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
45,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
46,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
47,"{c05}≪マイガーデン≫{/c}や
{c05}≪クエスト中≫{/c}に{c05}≪肉焼き≫{/c}
することで入手可能。",
48,"{c05}≪マイガーデン≫{/c}や
{c05}≪クエスト中≫{/c}に{c05}≪肉焼き≫{/c}
することで入手可能。",
49,"{c05}≪マイガーデン≫{/c}や
{c05}≪クエスト中≫{/c}に{c05}≪肉焼き≫{/c}
することで入手可能。",
50,"{c05}≪マイガーデン≫{/c}や
{c05}≪クエスト中≫{/c}に{c05}≪肉焼き≫{/c}
することで入手可能。",
51,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
52,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
53,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
54,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
55,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
56,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
57,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
58,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
59,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
60,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
61,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
62,"{c05}≪よろず焼きセット≫{/c}で
魚を焼くことで入手可能。",
63,dummy,
64,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
65,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
66,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
67,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
68,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
69,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
70,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
71,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
72,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
73,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
74,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
75,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
76,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
77,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
78,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
79,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
80,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
81,"{c05}≪密林≫≪沼地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
82,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
83,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
84,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
85,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
86,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
87,dummy,
88,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}
から入手可能。",
89,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
90,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
91,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
92,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
93,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
94,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
95,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
96,"{c05}≪マイガーデン≫{/c}で
入手可能。",
97,"クエストの{c05}≪支給品≫{/c}
{c02}持ち帰り不可。","{c05}Objet fourni{/c} en quête.
{c02}Non conservable."
98,dummy,
99,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
100,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
101,"{c05}≪樹海≫≪高地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
102,dummy,
103,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
104,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
105,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
106,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
107,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
108,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
109,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
110,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
111,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
112,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
113,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
114,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
115,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
116,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
117,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
118,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
119,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
120,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
121,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
122,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
123,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
124,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
125,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
126,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
127,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
128,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
129,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
130,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
131,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
132,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
133,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
134,dummy,
135,dummy,
136,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
137,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
138,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
139,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
140,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
141,dummy,
142,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
143,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
144,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
145,"{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
146,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
147,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
148,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
149,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
150,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
151,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
152,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
153,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
154,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
155,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
156,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
157,"{c05}≪森丘≫{/c}の山菜ジジィと
{c05}≪アイテム交換≫{/c}で入手可能。",
158,"{c05}≪総合ショップ≫{/c}
から入手可能。",
159,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
160,"{c05}≪森丘≫{/c}の山菜ジジィと
{c05}≪アイテム交換≫{/c}で入手可能。",
161,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
162,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
163,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
164,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
165,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
166,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
167,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
168,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
169,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
170,dummy,
171,dummy,
172,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
173,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
174,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
175,"{c05}≪総合ショップ≫
{/c}から入手可能。","Achat :
{c05}Boutique générale{/c}."
176,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
177,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
178,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
179,"{c05}≪調合≫
{/c}することで入手可能。","S'obtient par
{c05}combinaison{/c}."
180,"{c05}≪マイガーデン≫{/c}や{c05}≪密林≫{/c}
での{c05}≪採取≫{/c}や{c05}≪フェスタ≫{/c}の
{c05}≪調合屋≫{/c}から入手可能。",
181,"昼の{c05}≪密林≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
182,"夜の{c05}≪密林≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
183,"{c05}≪樹海≫≪塔≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
184,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
185,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
186,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
187,"{c05}≪沼地≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
188,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
189,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
190,"{c05}≪マイガーデン≫{/c}や
{c05}≪砂漠≫{/c}で{c05}≪採取≫{/c}
することで入手可能。",
191,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
192,"{c05}≪砂漠≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
193,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
194,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
195,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
196,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
197,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
198,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
199,"{c05}≪沼地≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
200,"{c05}≪密林≫≪樹海≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
201,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪フェスタ≫{/c}の{c05}≪調合屋≫{/c}
から入手可能。",
202,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
203,"夜の{c05}≪沼地≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
204,"{c05}≪雪山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
205,"{c05}≪密林≫≪森丘≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
206,"{c05}≪火山≫≪砂漠≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
207,"{c05}≪火山≫≪雪山≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
208,"{c05}≪火山≫≪塔≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
209,"{c05}≪密林≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
210,"{c05}≪火山≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
211,"{c05}≪塔≫{/c}での{c05}≪採取≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
212,"{c05}≪密林≫≪潮島≫{/c}で
{c05}≪採取≫{/c}
することで入手可能。",
213,"昼の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
214,"昼の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
215,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫≪樹海≫{/c}で
{c05}≪採掘≫{/c}することで入手可能。",
216,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
217,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
218,"{c05}≪マイガーデン≫{/c}や
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
219,"{c05}≪塔≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
220,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪密林≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
221,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪火山≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。","{c05}Extraction{/c} au {c05}Volcan{/c} en
{c05}HR3+{/c}, ou échange de
{c05}points N{/c}."
222,"{c05}≪火山≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
223,dummy,
224,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
225,"{c05}≪ＨＲ1〜2≫{/c}の
{c05}≪沼地≫{/c}での{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
226,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪沼地≫≪雪山≫{/c}で
{c05}≪採掘≫{/c}することで入手可能。",
227,"{c05}≪マイガーデン≫{/c}や
{c05}≪調合≫
{/c}することで入手可能。",
228,"夜の{c05}≪密林≫≪潮島≫{/c}での
{c05}≪採掘≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
229,dummy,
230,"{c05}≪マイガーデン≫{/c}や
{c05}≪特定のクエスト≫{/c}で
{c05}≪採取≫{/c}することで入手可能。",
231,"{c05}≪マイガーデン≫{/c}や
{c05}≪峡谷≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
232,"{c05}≪マイガーデン≫{/c}や{c05}≪特定の
クエスト≫{/c}での{c05}≪採取≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
233,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
234,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
235,"{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪食材屋≫{/c}から入手可能。",
236,"昼の{c05}≪密林≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
237,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫{/c}での{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
238,"昼の{c05}≪密林≫≪沼地≫{/c}での
{c05}≪釣り≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
239,"{c05}≪沼地≫≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
240,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
241,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
242,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫≪森丘≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
243,"{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
244,"昼の{c05}≪沼地≫≪塔≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
245,"昼の{c05}≪沼地≫≪塔≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
246,"{c05}≪沼地≫{/c}や{c05}≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
247,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
248,"{c05}≪ＨＲ3以上≫{/c}の
{c05}≪沼地≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
249,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Objet de décompte{/c}.
{c02}Non conservable."
250,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}での
{c05}≪釣り≫{/c}や
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
251,"昼の{c05}≪密林≫≪砂漠≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
252,"{c05}≪塔≫≪樹海≫{/c}で
{c05}≪釣り≫{/c}
することで入手可能。",
253,"{c05}≪広場≫{/c}の{c05}≪釣堀≫{/c}や
{c05}≪樹海≫≪峡谷≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
254,"{c05}≪ＨＲ3以上≫{/c}の
昼の{c05}≪沼地≫{/c}で
{c05}≪釣り≫{/c}することで入手可能。",
255,"{c05}≪密林≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
256,{c05}≪調合屋≫{/c}から入手可能。,
257,{c05}≪調合屋≫{/c}から入手可能。,
258,"{c05}≪峡谷≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪調合屋≫{/c}から入手可能。",
259,"夜の≪樹海≫{/c}や{c05}≪潮島≫{/c}での
{c05}≪虫とり≫{/c}や{c05}≪フェスタ≫{/c}の
{c05}≪食材屋≫{/c}から入手可能。",
260,"{c05}≪密林≫≪高地≫{/c}で
{c05}≪虫とり≫{/c}
することで入手可能。",
261,"夜の{c05}≪樹海≫{/c}での{c05}≪虫とり≫{/c}や
{c05}≪ＨＲ3以上≫{/c}の
{c05}≪Ｎポイント交換≫{/c}から入手可能。",
